"Source","Target"
"Lindsay, R.E.","Tagarino, A."
"Lindsay, R.E.","Dennis, T.E."
"Constantine, R.","Robbins, J."
"Constantine, R.","Mattila, D.K."
"Constantine, R.","Tagarino, A."
"Constantine, R.","Dennis, T.E."
"Robbins, J.","Mattila, D.K."
"Robbins, J.","Tagarino, A."
"Robbins, J.","Dennis, T.E."
"Mattila, D.K.","Tagarino, A."
"Mattila, D.K.","Dennis, T.E."
"Tagarino, A.","Dennis, T.E."
"Silva, H.P.","Piperata, B.A."
"Silva, H.P.","Dufour, D.L."
"Piperata, B.A.","Dufour, D.L."
"La Manna, G.","Ronchetti, F."
"La Manna, G.","Sar, G."
"Ronchetti, F.","Sar, G."
"Ibarra, D.E.","Caves, J.K."
"Ibarra, D.E.","Moon, S."
"Ibarra, D.E.","Thomas, D.L."
"Ibarra, D.E.","Hartmann, J."
"Ibarra, D.E.","Chamberlain, C.P."
"Ibarra, D.E.","Maher, K."
"Caves, J.K.","Moon, S."
"Caves, J.K.","Thomas, D.L."
"Caves, J.K.","Hartmann, J."
"Caves, J.K.","Chamberlain, C.P."
"Caves, J.K.","Maher, K."
"Moon, S.","Thomas, D.L."
"Moon, S.","Hartmann, J."
"Moon, S.","Chamberlain, C.P."
"Moon, S.","Maher, K."
"Thomas, D.L.","Hartmann, J."
"Thomas, D.L.","Chamberlain, C.P."
"Thomas, D.L.","Maher, K."
"Hartmann, J.","Chamberlain, C.P."
"Hartmann, J.","Maher, K."
"Chamberlain, C.P.","Maher, K."
"Governatori, G.","Rotolo, A."
"Governatori, G.","Villata, S."
"Governatori, G.","Gandon, F."
"Rotolo, A.","Villata, S."
"Rotolo, A.","Gandon, F."
"Villata, S.","Gandon, F."
"Ermilov, I.","Pellegrini, T."
"Restrepo, J.D.","Park, E."
"Restrepo, J.D.","Aquino, S."
"Restrepo, J.D.","Latrubesse, E.M."
"Park, E.","Aquino, S."
"Park, E.","Latrubesse, E.M."
"Aquino, S.","Latrubesse, E.M."
"Bottoni, P.","Navigli, R."
"Bottoni, P.","Presicce, F.P."
"Navigli, R.","Presicce, F.P."
"Bottoni, P.","Navigli, R."
"Bottoni, P.","Presicce, F.P."
"Navigli, R.","Presicce, F.P."
"Hakken, D.","Teli, M."
"Hakken, D.","Andrews, B."
"Teli, M.","Andrews, B."
"Bernardo, N.","Watanabe, F."
"Bernardo, N.","Rodrigues, T."
"Bernardo, N.","Alcntara, E."
"Watanabe, F.","Rodrigues, T."
"Watanabe, F.","Alcntara, E."
"Rodrigues, T.","Alcntara, E."
"Alcntara, E.","Rodrigues, T."
"Garca-Garizbal, I.","Romero, P."
"Coomes, O.T.","Lapointe, M."
"Coomes, O.T.","Templeton, M."
"Coomes, O.T.","List, G."
"Lapointe, M.","Templeton, M."
"Lapointe, M.","List, G."
"Templeton, M.","List, G."
"Coomes, O.T.","Lapointe, M."
"Coomes, O.T.","Templeton, M."
"Coomes, O.T.","List, G."
"Lapointe, M.","Templeton, M."
"Lapointe, M.","List, G."
"Templeton, M.","List, G."
"Oviedo, L.","Herra-Miranda, D."
"Oviedo, L.","Pacheco-Polanco, J.D."
"Oviedo, L.","Figgener, C."
"Oviedo, L.","Marquez-Artavia, A."
"Oviedo, L.","Quiros-Pereira, W."
"Oviedo, L.","Iniguez, M."
"Herra-Miranda, D.","Pacheco-Polanco, J.D."
"Herra-Miranda, D.","Figgener, C."
"Herra-Miranda, D.","Marquez-Artavia, A."
"Herra-Miranda, D.","Quiros-Pereira, W."
"Herra-Miranda, D.","Iniguez, M."
"Pacheco-Polanco, J.D.","Figgener, C."
"Pacheco-Polanco, J.D.","Marquez-Artavia, A."
"Pacheco-Polanco, J.D.","Quiros-Pereira, W."
"Pacheco-Polanco, J.D.","Iniguez, M."
"Figgener, C.","Marquez-Artavia, A."
"Figgener, C.","Quiros-Pereira, W."
"Figgener, C.","Iniguez, M."
"Marquez-Artavia, A.","Quiros-Pereira, W."
"Marquez-Artavia, A.","Iniguez, M."
"Quiros-Pereira, W.","Iniguez, M."
"Salomao, K.","Menna-Barreto, R.F.S."
"Salomao, K.","De Castro, S.L."
"Menna-Barreto, R.F.S.","De Castro, S.L."
"Cao, Q.H.","Madhusudan, G."
"Cao, Q.H.","Farahbakhsh, R."
"Cao, Q.H.","Crespi, N."
"Madhusudan, G.","Farahbakhsh, R."
"Madhusudan, G.","Crespi, N."
"Farahbakhsh, R.","Crespi, N."
"Crespi, N.","Farahbakhsh, R."
"Li, Y.","Li, X."
"Latrubesse, E.M.","Restrepo, J.D."
"Abad, C.L.","Bonilla, R.I."
"Schnell, R.J.","Kuhn, D.N."
"Schnell, R.J.","Brown, J.S."
"Schnell, R.J.","Olano, C.T."
"Schnell, R.J.","Phillips-Mora, W."
"Schnell, R.J.","Amores, F.M."
"Schnell, R.J.","Motamayor, J.C."
"Kuhn, D.N.","Brown, J.S."
"Kuhn, D.N.","Olano, C.T."
"Kuhn, D.N.","Phillips-Mora, W."
"Kuhn, D.N.","Amores, F.M."
"Kuhn, D.N.","Motamayor, J.C."
"Brown, J.S.","Olano, C.T."
"Brown, J.S.","Phillips-Mora, W."
"Brown, J.S.","Amores, F.M."
"Brown, J.S.","Motamayor, J.C."
"Olano, C.T.","Phillips-Mora, W."
"Olano, C.T.","Amores, F.M."
"Olano, C.T.","Motamayor, J.C."
"Phillips-Mora, W.","Amores, F.M."
"Phillips-Mora, W.","Motamayor, J.C."
"Amores, F.M.","Motamayor, J.C."
"Sherman, M.","Ford, J."
"Sherman, M.","Llanos-Cuentas, A."
"Sherman, M.","Valdivia, M.J."
"Ford, J.","Llanos-Cuentas, A."
"Ford, J.","Valdivia, M.J."
"Llanos-Cuentas, A.","Valdivia, M.J."
"de Araujo Barbosa, C.C.","Dearing, J."
"de Araujo Barbosa, C.C.","Szabo, S."
"de Araujo Barbosa, C.C.","Hossain, S."
"de Araujo Barbosa, C.C.","Binh, N.T."
"de Araujo Barbosa, C.C.","Nhan, D.K."
"de Araujo Barbosa, C.C.","Matthews, Z."
"Dearing, J.","Szabo, S."
"Dearing, J.","Hossain, S."
"Dearing, J.","Binh, N.T."
"Dearing, J.","Nhan, D.K."
"Dearing, J.","Matthews, Z."
"Szabo, S.","Hossain, S."
"Szabo, S.","Binh, N.T."
"Szabo, S.","Nhan, D.K."
"Szabo, S.","Matthews, Z."
"Hossain, S.","Binh, N.T."
"Hossain, S.","Nhan, D.K."
"Hossain, S.","Matthews, Z."
"Binh, N.T.","Nhan, D.K."
"Binh, N.T.","Matthews, Z."
"Nhan, D.K.","Matthews, Z."
"Park, E.","Latrubesse, E.M."
"Schwendel, A.C.","Nicholas, A.P."
"Schwendel, A.C.","Aalto, R.E."
"Schwendel, A.C.","Sambrook Smith, G.H."
"Schwendel, A.C.","Buckley, S."
"Nicholas, A.P.","Aalto, R.E."
"Nicholas, A.P.","Sambrook Smith, G.H."
"Nicholas, A.P.","Buckley, S."
"Aalto, R.E.","Sambrook Smith, G.H."
"Aalto, R.E.","Buckley, S."
"Sambrook Smith, G.H.","Buckley, S."
"Schnell, R.J.","Kuhn, D.N."
"Schnell, R.J.","Brown, J.S."
"Schnell, R.J.","Olano, C.T."
"Schnell, R.J.","Phillips-Mora, W."
"Schnell, R.J.","Amores, F.M."
"Schnell, R.J.","Motamayor, J.C."
"Kuhn, D.N.","Brown, J.S."
"Kuhn, D.N.","Olano, C.T."
"Kuhn, D.N.","Phillips-Mora, W."
"Kuhn, D.N.","Amores, F.M."
"Kuhn, D.N.","Motamayor, J.C."
"Brown, J.S.","Olano, C.T."
"Brown, J.S.","Phillips-Mora, W."
"Brown, J.S.","Amores, F.M."
"Brown, J.S.","Motamayor, J.C."
"Olano, C.T.","Phillips-Mora, W."
"Olano, C.T.","Amores, F.M."
"Olano, C.T.","Motamayor, J.C."
"Phillips-Mora, W.","Amores, F.M."
"Phillips-Mora, W.","Motamayor, J.C."
"Amores, F.M.","Motamayor, J.C."
"Iyer, C.P.A.","Schnell, R.J."
"Irish, B.M.","Goenaga, R."
"Irish, B.M.","Zhang, D."
"Irish, B.M.","Schnell, R."
"Irish, B.M.","Brown, J.S."
"Irish, B.M.","Motamayor, J.C."
"Goenaga, R.","Zhang, D."
"Goenaga, R.","Schnell, R."
"Goenaga, R.","Brown, J.S."
"Goenaga, R.","Motamayor, J.C."
"Zhang, D.","Schnell, R."
"Zhang, D.","Brown, J.S."
"Zhang, D.","Motamayor, J.C."
"Schnell, R.","Brown, J.S."
"Schnell, R.","Motamayor, J.C."
"Brown, J.S.","Motamayor, J.C."
"Stack, J.C.","Royaert, S."
"Stack, J.C.","Gutirrez, O."
"Stack, J.C.","Nagai, C."
"Stack, J.C.","Holanda, I.S.A."
"Stack, J.C.","Schnell, R."
"Stack, J.C.","Motamayor, J.-C."
"Royaert, S.","Gutirrez, O."
"Royaert, S.","Nagai, C."
"Royaert, S.","Holanda, I.S.A."
"Royaert, S.","Schnell, R."
"Royaert, S.","Motamayor, J.-C."
"Gutirrez, O.","Nagai, C."
"Gutirrez, O.","Holanda, I.S.A."
"Gutirrez, O.","Schnell, R."
"Gutirrez, O.","Motamayor, J.-C."
"Nagai, C.","Holanda, I.S.A."
"Nagai, C.","Schnell, R."
"Nagai, C.","Motamayor, J.-C."
"Holanda, I.S.A.","Schnell, R."
"Holanda, I.S.A.","Motamayor, J.-C."
"Schnell, R.","Motamayor, J.-C."
"Ten Hoopen, G.M.","Krauss, U."
"Guinoiseau, D.","Bouchez, J."
"Guinoiseau, D.","Glabert, A."
"Guinoiseau, D.","Louvat, P."
"Guinoiseau, D.","Filizola, N."
"Guinoiseau, D.","Benedetti, M.F."
"Bouchez, J.","Glabert, A."
"Bouchez, J.","Louvat, P."
"Bouchez, J.","Filizola, N."
"Bouchez, J.","Benedetti, M.F."
"Glabert, A.","Louvat, P."
"Glabert, A.","Filizola, N."
"Glabert, A.","Benedetti, M.F."
"Louvat, P.","Filizola, N."
"Louvat, P.","Benedetti, M.F."
"Filizola, N.","Benedetti, M.F."
"Stack, J.C.","Royaert, S."
"Stack, J.C.","Gutirrez, O."
"Stack, J.C.","Nagai, C."
"Stack, J.C.","Holanda, I.S.A."
"Stack, J.C.","Schnell, R."
"Stack, J.C.","Motamayor, J.-C."
"Royaert, S.","Gutirrez, O."
"Royaert, S.","Nagai, C."
"Royaert, S.","Holanda, I.S.A."
"Royaert, S.","Schnell, R."
"Royaert, S.","Motamayor, J.-C."
"Gutirrez, O.","Nagai, C."
"Gutirrez, O.","Holanda, I.S.A."
"Gutirrez, O.","Schnell, R."
"Gutirrez, O.","Motamayor, J.-C."
"Nagai, C.","Holanda, I.S.A."
"Nagai, C.","Schnell, R."
"Nagai, C.","Motamayor, J.-C."
"Holanda, I.S.A.","Schnell, R."
"Holanda, I.S.A.","Motamayor, J.-C."
"Schnell, R.","Motamayor, J.-C."
"Ten Hoopen, G.M.","Krauss, U."
"Al Adawi, A.O.","Al Sadi, B.A."
"Al Adawi, A.O.","Al Jabri, M.H."
"Al Adawi, A.O.","Barnes, I."
"Al Adawi, A.O.","Wingfield, B.D."
"Al Adawi, A.O.","Deadman, M.L."
"Al Adawi, A.O.","Wingfield, M.J."
"Al Sadi, B.A.","Al Jabri, M.H."
"Al Sadi, B.A.","Barnes, I."
"Al Sadi, B.A.","Wingfield, B.D."
"Al Sadi, B.A.","Deadman, M.L."
"Al Sadi, B.A.","Wingfield, M.J."
"Al Jabri, M.H.","Barnes, I."
"Al Jabri, M.H.","Wingfield, B.D."
"Al Jabri, M.H.","Deadman, M.L."
"Al Jabri, M.H.","Wingfield, M.J."
"Barnes, I.","Wingfield, B.D."
"Barnes, I.","Deadman, M.L."
"Barnes, I.","Wingfield, M.J."
"Wingfield, B.D.","Deadman, M.L."
"Wingfield, B.D.","Wingfield, M.J."
"Deadman, M.L.","Wingfield, M.J."
"Freeman, S.","Shtienberg, D."
"Freeman, S.","Maymon, M."
"Freeman, S.","Levin, A.G."
"Freeman, S.","Ploetz, R.C."
"Shtienberg, D.","Maymon, M."
"Shtienberg, D.","Levin, A.G."
"Shtienberg, D.","Ploetz, R.C."
"Maymon, M.","Levin, A.G."
"Maymon, M.","Ploetz, R.C."
"Levin, A.G.","Ploetz, R.C."
"Luo, C.","Wu, H.X."
"Luo, C.","Yao, Q.S."
"Luo, C.","Wang, S.B."
"Luo, C.","Xu, W.T."
"Wu, H.X.","Yao, Q.S."
"Wu, H.X.","Wang, S.B."
"Wu, H.X.","Xu, W.T."
"Yao, Q.S.","Wang, S.B."
"Yao, Q.S.","Xu, W.T."
"Wang, S.B.","Xu, W.T."
"Herrmann, L.","Felbinger, C."
"Herrmann, L.","Haase, I."
"Herrmann, L.","Rudolph, B."
"Herrmann, L.","Biermann, B."
"Herrmann, L.","Fischer, M."
"Felbinger, C.","Haase, I."
"Felbinger, C.","Rudolph, B."
"Felbinger, C.","Biermann, B."
"Felbinger, C.","Fischer, M."
"Haase, I.","Rudolph, B."
"Haase, I.","Biermann, B."
"Haase, I.","Fischer, M."
"Rudolph, B.","Biermann, B."
"Rudolph, B.","Fischer, M."
"Biermann, B.","Fischer, M."
"Moura, E.F.","Sousa, N.R."
"Moura, E.F.","Moura, M.F."
"Moura, E.F.","Dias, M.C."
"Moura, E.F.","Souza, E.D."
"Moura, E.F.","de Farias Neto, J.T."
"Moura, E.F.","Sampaio, J.E."
"Sousa, N.R.","Moura, M.F."
"Sousa, N.R.","Dias, M.C."
"Sousa, N.R.","Souza, E.D."
"Sousa, N.R.","de Farias Neto, J.T."
"Sousa, N.R.","Sampaio, J.E."
"Moura, M.F.","Dias, M.C."
"Moura, M.F.","Souza, E.D."
"Moura, M.F.","de Farias Neto, J.T."
"Moura, M.F.","Sampaio, J.E."
"Dias, M.C.","Souza, E.D."
"Dias, M.C.","de Farias Neto, J.T."
"Dias, M.C.","Sampaio, J.E."
"Souza, E.D.","de Farias Neto, J.T."
"Souza, E.D.","Sampaio, J.E."
"de Farias Neto, J.T.","Sampaio, J.E."
"Ahmed, M.S.U.","Khalequzzaman, M."
"Ahmed, M.S.U.","Bashar, M.K."
"Ahmed, M.S.U.","Shamsuddin, A.K.M."
"Khalequzzaman, M.","Bashar, M.K."
"Khalequzzaman, M.","Shamsuddin, A.K.M."
"Bashar, M.K.","Shamsuddin, A.K.M."
"da Silva, M.R.","Clment, D."
"da Silva, M.R.","Gramacho, K.P."
"da Silva, M.R.","Monteiro, W.R."
"da Silva, M.R.","Argout, X."
"da Silva, M.R.","Lanaud, C."
"da Silva, M.R.","Lopes, U."
"Clment, D.","Gramacho, K.P."
"Clment, D.","Monteiro, W.R."
"Clment, D.","Argout, X."
"Clment, D.","Lanaud, C."
"Clment, D.","Lopes, U."
"Gramacho, K.P.","Monteiro, W.R."
"Gramacho, K.P.","Argout, X."
"Gramacho, K.P.","Lanaud, C."
"Gramacho, K.P.","Lopes, U."
"Monteiro, W.R.","Argout, X."
"Monteiro, W.R.","Lanaud, C."
"Monteiro, W.R.","Lopes, U."
"Argout, X.","Lanaud, C."
"Argout, X.","Lopes, U."
"Lanaud, C.","Lopes, U."
"Gutirrez, O.A.","Campbell, A.S."
"Gutirrez, O.A.","Phillips-Mora, W."
"Campbell, A.S.","Phillips-Mora, W."
"da Silva, M.R.","Clment, D."
"da Silva, M.R.","Gramacho, K.P."
"da Silva, M.R.","Monteiro, W.R."
"da Silva, M.R.","Argout, X."
"da Silva, M.R.","Lanaud, C."
"da Silva, M.R.","Lopes, U."
"Clment, D.","Gramacho, K.P."
"Clment, D.","Monteiro, W.R."
"Clment, D.","Argout, X."
"Clment, D.","Lanaud, C."
"Clment, D.","Lopes, U."
"Gramacho, K.P.","Monteiro, W.R."
"Gramacho, K.P.","Argout, X."
"Gramacho, K.P.","Lanaud, C."
"Gramacho, K.P.","Lopes, U."
"Monteiro, W.R.","Argout, X."
"Monteiro, W.R.","Lanaud, C."
"Monteiro, W.R.","Lopes, U."
"Argout, X.","Lanaud, C."
"Argout, X.","Lopes, U."
"Lanaud, C.","Lopes, U."
"Gutirrez, O.A.","Campbell, A.S."
"Gutirrez, O.A.","Phillips-Mora, W."
"Campbell, A.S.","Phillips-Mora, W."
"Al Adawi, A.O.","Barnes, I."
"Al Adawi, A.O.","Khan, I.A."
"Al Adawi, A.O.","Deadman, M.L."
"Al Adawi, A.O.","Wingfield, B.D."
"Al Adawi, A.O.","Wingfield, M.J."
"Barnes, I.","Khan, I.A."
"Barnes, I.","Deadman, M.L."
"Barnes, I.","Wingfield, B.D."
"Barnes, I.","Wingfield, M.J."
"Khan, I.A.","Deadman, M.L."
"Khan, I.A.","Wingfield, B.D."
"Khan, I.A.","Wingfield, M.J."
"Deadman, M.L.","Wingfield, B.D."
"Deadman, M.L.","Wingfield, M.J."
"Wingfield, B.D.","Wingfield, M.J."
"Lamichhane, J.R.","Venturi, V."
"Huang, X.","Jing, Y."
"Huang, X.","Liu, D.J."
"Huang, X.","Yang, B.Y."
"Huang, X.","Chen, H."
"Huang, X.","Li, M."
"Jing, Y.","Liu, D.J."
"Jing, Y.","Yang, B.Y."
"Jing, Y.","Chen, H."
"Jing, Y.","Li, M."
"Liu, D.J.","Yang, B.Y."
"Liu, D.J.","Chen, H."
"Liu, D.J.","Li, M."
"Yang, B.Y.","Chen, H."
"Yang, B.Y.","Li, M."
"Chen, H.","Li, M."
"Creydt, M.","Fischer, M."
"Lee, D.-H.","Roux, J."
"Lee, D.-H.","Wingfield, B.D."
"Lee, D.-H.","Barnes, I."
"Lee, D.-H.","Mostert, L."
"Lee, D.-H.","Wingfield, M.J."
"Roux, J.","Wingfield, B.D."
"Roux, J.","Barnes, I."
"Roux, J.","Mostert, L."
"Roux, J.","Wingfield, M.J."
"Wingfield, B.D.","Barnes, I."
"Wingfield, B.D.","Mostert, L."
"Wingfield, B.D.","Wingfield, M.J."
"Barnes, I.","Mostert, L."
"Barnes, I.","Wingfield, M.J."
"Mostert, L.","Wingfield, M.J."
"Oliveira, L.S.S.","Harrington, T.C."
"Oliveira, L.S.S.","Ferreira, M.A."
"Oliveira, L.S.S.","Damacena, M.B."
"Oliveira, L.S.S.","Al-Sadi, A.M."
"Oliveira, L.S.S.","Al-Mahmooli, I.H.S."
"Oliveira, L.S.S.","Alfenas, A.C."
"Harrington, T.C.","Ferreira, M.A."
"Harrington, T.C.","Damacena, M.B."
"Harrington, T.C.","Al-Sadi, A.M."
"Harrington, T.C.","Al-Mahmooli, I.H.S."
"Harrington, T.C.","Alfenas, A.C."
"Ferreira, M.A.","Damacena, M.B."
"Ferreira, M.A.","Al-Sadi, A.M."
"Ferreira, M.A.","Al-Mahmooli, I.H.S."
"Ferreira, M.A.","Alfenas, A.C."
"Damacena, M.B.","Al-Sadi, A.M."
"Damacena, M.B.","Al-Mahmooli, I.H.S."
"Damacena, M.B.","Alfenas, A.C."
"Al-Sadi, A.M.","Al-Mahmooli, I.H.S."
"Al-Sadi, A.M.","Alfenas, A.C."
"Al-Mahmooli, I.H.S.","Alfenas, A.C."
"Fourie, A.","Wingfield, M.J."
"Fourie, A.","Wingfield, B.D."
"Fourie, A.","Thu, P.Q."
"Fourie, A.","Barnes, I."
"Wingfield, M.J.","Wingfield, B.D."
"Wingfield, M.J.","Thu, P.Q."
"Wingfield, M.J.","Barnes, I."
"Wingfield, B.D.","Thu, P.Q."
"Wingfield, B.D.","Barnes, I."
"Thu, P.Q.","Barnes, I."
"Borer, E.T.","Laine, A.-L."
"Borer, E.T.","Seabloom, E.W."
"Laine, A.-L.","Seabloom, E.W."
"Galdino, T.V.D.S.","Kumar, S."
"Galdino, T.V.D.S.","Oliveira, L.S.S."
"Galdino, T.V.D.S.","Alfenas, A.C."
"Galdino, T.V.D.S.","Neven, L.G."
"Galdino, T.V.D.S.","Al-Sadi, A.M."
"Galdino, T.V.D.S.","Picanc, M.C."
"Kumar, S.","Oliveira, L.S.S."
"Kumar, S.","Alfenas, A.C."
"Kumar, S.","Neven, L.G."
"Kumar, S.","Al-Sadi, A.M."
"Kumar, S.","Picanc, M.C."
"Oliveira, L.S.S.","Alfenas, A.C."
"Oliveira, L.S.S.","Neven, L.G."
"Oliveira, L.S.S.","Al-Sadi, A.M."
"Oliveira, L.S.S.","Picanc, M.C."
"Alfenas, A.C.","Neven, L.G."
"Alfenas, A.C.","Al-Sadi, A.M."
"Alfenas, A.C.","Picanc, M.C."
"Neven, L.G.","Al-Sadi, A.M."
"Neven, L.G.","Picanc, M.C."
"Al-Sadi, A.M.","Picanc, M.C."
"Fourie, A.","Wingfield, M.J."
"Fourie, A.","Wingfield, B.D."
"Fourie, A.","Thu, P.Q."
"Fourie, A.","Barnes, I."
"Wingfield, M.J.","Wingfield, B.D."
"Wingfield, M.J.","Thu, P.Q."
"Wingfield, M.J.","Barnes, I."
"Wingfield, B.D.","Thu, P.Q."
"Wingfield, B.D.","Barnes, I."
"Thu, P.Q.","Barnes, I."
"Rosado, C.C.G.","da Silva Guimares, L.M."
"Rosado, C.C.G.","Faria, D.A."
"Rosado, C.C.G.","de Resende, M.D.V."
"Rosado, C.C.G.","Cruz, C.D."
"Rosado, C.C.G.","Grattapaglia, D."
"Rosado, C.C.G.","Alfenas, A.C."
"da Silva Guimares, L.M.","Faria, D.A."
"da Silva Guimares, L.M.","de Resende, M.D.V."
"da Silva Guimares, L.M.","Cruz, C.D."
"da Silva Guimares, L.M.","Grattapaglia, D."
"da Silva Guimares, L.M.","Alfenas, A.C."
"Faria, D.A.","de Resende, M.D.V."
"Faria, D.A.","Cruz, C.D."
"Faria, D.A.","Grattapaglia, D."
"Faria, D.A.","Alfenas, A.C."
"de Resende, M.D.V.","Cruz, C.D."
"de Resende, M.D.V.","Grattapaglia, D."
"de Resende, M.D.V.","Alfenas, A.C."
"Cruz, C.D.","Grattapaglia, D."
"Cruz, C.D.","Alfenas, A.C."
"Grattapaglia, D.","Alfenas, A.C."
"Vera-Grunauer, X.","Bray, J.D."
"Vera-Grunauer, X.","Pestana, J.M."
"Vera-Grunauer, X.","Kayen, R."
"Vera-Grunauer, X.","Tandazo, E."
"Vera-Grunauer, X.","Ramirez, J."
"Vera-Grunauer, X.","Vera-Grunauer, J.G."
"Vera-Grunauer, X.","Mera-Ortiz, W."
"Bray, J.D.","Pestana, J.M."
"Bray, J.D.","Kayen, R."
"Bray, J.D.","Tandazo, E."
"Bray, J.D.","Ramirez, J."
"Bray, J.D.","Vera-Grunauer, J.G."
"Bray, J.D.","Mera-Ortiz, W."
"Pestana, J.M.","Kayen, R."
"Pestana, J.M.","Tandazo, E."
"Pestana, J.M.","Ramirez, J."
"Pestana, J.M.","Vera-Grunauer, J.G."
"Pestana, J.M.","Mera-Ortiz, W."
"Kayen, R.","Tandazo, E."
"Kayen, R.","Ramirez, J."
"Kayen, R.","Vera-Grunauer, J.G."
"Kayen, R.","Mera-Ortiz, W."
"Tandazo, E.","Ramirez, J."
"Tandazo, E.","Vera-Grunauer, J.G."
"Tandazo, E.","Mera-Ortiz, W."
"Ramirez, J.","Vera-Grunauer, J.G."
"Ramirez, J.","Mera-Ortiz, W."
"Vera-Grunauer, J.G.","Mera-Ortiz, W."
"Santacruz, C.P.","Ayala, E."
"Santacruz, C.P.","Costa-Vera, C."
"Ayala, E.","Costa-Vera, C."
"Vidal, E.X.","Ramirez, D."
"Vidal, E.X.","Emamipour, H."
"Vidal, E.X.","Rood, M.J."
"Vidal, E.X.","Hay, K.J."
"Ramirez, D.","Emamipour, H."
"Ramirez, D.","Rood, M.J."
"Ramirez, D.","Hay, K.J."
"Emamipour, H.","Rood, M.J."
"Emamipour, H.","Hay, K.J."
"Rood, M.J.","Hay, K.J."
"Rojas, P.C.","Caballero, M."
"Rojas, P.C.","Ricles, J.M."
"Rojas, P.C.","Sause, R."
"Caballero, M.","Ricles, J.M."
"Caballero, M.","Sause, R."
"Ricles, J.M.","Sause, R."
"Nascimento, J.F.F.","Graa, N.G."
"Nascimento, J.F.F.","Freitas, S."
"Nascimento, J.F.F.","Toro, A."
"Graa, N.G.","Freitas, S."
"Graa, N.G.","Toro, A."
"Freitas, S.","Toro, A."
"Carvallo, J.P.","Franch, X."
"Carvallo, J.P.","Franch, X."
"Carvallo, J.P.","Quer, C."
"Franch, X.","Quer, C."
"Jaramillo E, R.","Fernndez, ."
"Jaramillo E, R.","Torres, R.P."
"Fernndez, .","Torres, R.P."
"Da Silva, A.T.","Carvalho, L.A.V."
"Altamirano, G.X.C.","Piar, F.J.R."
"Altamirano, G.X.C.","Nieto, C.M."
"Altamirano, G.X.C.","Fernndez Del Campo, A."
"Piar, F.J.R.","Nieto, C.M."
"Piar, F.J.R.","Fernndez Del Campo, A."
"Nieto, C.M.","Fernndez Del Campo, A."
"Fernndez Del Campo, A.","Nieto, C.M."
"Carvallo, J.P.","Franch, X."
"Carvallo, J.P.","Quer, C."
"Franch, X.","Quer, C."
"Garca, S.E.","Saad, M."
"Garca, S.E.","Akhrif, O."
"Saad, M.","Akhrif, O."
"Cifuentes, G.O.","De Almeida, C."
"Harari, R.A.","Harari, H."
"Ochoa, X.","Duval, E."
"Jiang, S.","Nagore, L."
"Jiang, S.","Jiang, D."
"Jiang, S.","Moxley, R.A."
"Jiang, S.","Jarrett, H.W."
"Nagore, L.","Jiang, D."
"Nagore, L.","Moxley, R.A."
"Nagore, L.","Jarrett, H.W."
"Jiang, D.","Moxley, R.A."
"Jiang, D.","Jarrett, H.W."
"Moxley, R.A.","Jarrett, H.W."
"Ochoa, D.","Gautama, S."
"Ochoa, D.","Vintimilla, B."
"Gautama, S.","Vintimilla, B."
"Sachpazidis, I.","Rizou, D."
"Sachpazidis, I.","Menary, W."
"Rizou, D.","Menary, W."
"Villalba, M.T.","Fernndez-Sanz, L."
"Villalba, M.T.","Cuadrado-Gallego, J.J."
"Villalba, M.T.","Martnez, J.J."
"Fernndez-Sanz, L.","Cuadrado-Gallego, J.J."
"Fernndez-Sanz, L.","Martnez, J.J."
"Cuadrado-Gallego, J.J.","Martnez, J.J."
"Martnez, J.J.","Cuadrado-Gallego, J.J."
"Villalba, M.T.","Fernndez-Sanz, L."
"Villalba, M.T.","Martnez, J.J."
"Fernndez-Sanz, L.","Martnez, J.J."
"Van Sickel, J.H.","Lee, K.Y."
"Van Sickel, J.H.","Heo, J.S."
"Lee, K.Y.","Heo, J.S."
"Stutman, G.","Brady-Amoon, P."
"Stutman, G.","Brady-Amoon, P."
"Widmann, K.","Seeber, I."
"Widmann, K.","Maier, R."
"Seeber, I.","Maier, R."
"Soo, L.K.","Yeoh, E.-T."
"Soo, L.K.","Ho, S.-B."
"Yeoh, E.-T.","Ho, S.-B."
"Dos Santos, H.L.","Carrillo, G."
"Dos Santos, H.L.","Cechinel, C."
"Dos Santos, H.L.","Ochoa, X."
"Carrillo, G.","Cechinel, C."
"Carrillo, G.","Ochoa, X."
"Cechinel, C.","Ochoa, X."
"Ochoa, X.","Cechinel, C."
"Courchesne, N.M.D.","Parisien, A."
"Courchesne, N.M.D.","Wang, B."
"Courchesne, N.M.D.","Lan, C.Q."
"Parisien, A.","Wang, B."
"Parisien, A.","Lan, C.Q."
"Wang, B.","Lan, C.Q."
"Dorval, D.C.N.M.","Parisien, A."
"Dorval, D.C.N.M.","Wang, B."
"Dorval, D.C.N.M.","Lan, C.Q."
"Parisien, A.","Wang, B."
"Parisien, A.","Lan, C.Q."
"Wang, B.","Lan, C.Q."
"Prithiviraj, V.","Gnanasekaran, B.K."
"Prithiviraj, V.","Murthy, M.K."
"Prithiviraj, V.","Devanathan, M."
"Gnanasekaran, B.K.","Murthy, M.K."
"Gnanasekaran, B.K.","Devanathan, M."
"Murthy, M.K.","Devanathan, M."
"Devanathan, M.","Murthy, M.K."
"Garca-Betance, R.I.","Huerta, M.K."
